"Vista Outdoor Inc. Common Stock",48.95,48.92,N/A,N/A,48.15,48.18,+0.81,"+0.81 - +1.68%",N/A,N/A,"+1.68%",N/A,N/A,48.13,49.00,N/A,"8:00pm - <b>48.96</b>",48.96,54.11,N/A,N/A,N/A,"48.13 - 49.00",N/A,53.91,40.53,8.43,-4.95,+20.80%,-9.18%,"40.53 - 53.91",321754,600,400,42331,371624,2.00,2.46,2.83,0.72,26.82,305.48M,1.37,1.80,24.49,N/A,6.12,19.90,17.30,4.25,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",2.76,+5.98%,-1.60,-3.17%,50.56,46.20,N/A,N/A,N/A,N/A,N/A,321754,2.99B,N/A,60637000,N/A,"VSTO",N/A,"NYQ",61114000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.14B
"Visteon Corporation Common Stoc",81.92,75.72,N/A,N/A,79.23,79.34,-0.43,"-0.43 - -0.54%",N/A,N/A,"-0.54%",N/A,N/A,78.10,79.59,N/A,"8:00pm - <b>78.80</b>",78.80,87.38,N/A,N/A,N/A,"78.10 - 79.59",N/A,121.65,58.83,19.97,-42.85,+33.95%,-35.22%,"58.83 - 121.65",603658,300,300,16189,957353,53.99,3.60,4.38,0.76,26.42,259.00M,0.95,3.00,1.46,N/A,1.31,21.89,17.99,7.42,0.00,0.00,"1/22/2016",N/A,"4/15/2016",N/A,"8:00pm",-16.13,-16.99%,2.42,+3.17%,76.38,94.93,N/A,N/A,N/A,N/A,N/A,603658,3.06B,N/A,38791000,N/A,"VC",N/A,"NYQ",38864000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.25B
"Vitamin Shoppe, Inc Common Stoc",34.00,29.75,N/A,N/A,29.29,29.24,+0.46,"+0.46 - +1.57%",N/A,N/A,"+1.57%",N/A,N/A,29.18,29.78,N/A,"8:00pm - <b>29.75</b>",29.75,32.75,N/A,N/A,N/A,"29.18 - 29.78",N/A,44.54,26.02,3.73,-14.79,+14.34%,-33.21%,"26.02 - 44.54",140857,1200,200,11388,391298,1.82,2.29,2.49,0.61,18.66,133.94M,0.59,1.57,16.35,N/A,1.35,12.99,11.95,14.53,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-1.04,-3.39%,-0.18,-0.62%,29.93,30.79,N/A,N/A,N/A,N/A,N/A,140857,757.88M,N/A,20886000,N/A,"VSI",N/A,"NYQ",25475000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.27B
"Vivint Solar, Inc. Common Stock",3.02,2.88,N/A,N/A,3.01,3.19,+0.08,"+0.08 - +2.66%",N/A,N/A,"+2.66%",N/A,N/A,3.01,3.23,N/A,"8:00pm - <b>3.09</b>",3.09,4.69,N/A,N/A,N/A,"3.01 - 3.23",N/A,16.00,2.32,0.77,-12.91,+33.19%,-80.69%,"2.32 - 16.00",2104627,2200,300,25617,1167620,0.18,-2.40,-2.76,-0.55,4.97,-169.28M,5.83,0.61,16.79,N/A,0.00,N/A,N/A,2.55,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-4.92,-61.43%,-0.67,-17.90%,3.76,8.01,N/A,N/A,N/A,N/A,N/A,2104627,329.20M,N/A,14220000,N/A,"VSLR",N/A,"NYQ",106537000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.01M
"Vmware, Inc. Common stock, Clas",51.88,51.71,N/A,N/A,51.92,51.59,-0.19,"-0.19 - -0.37%",N/A,N/A,"-0.37%",N/A,N/A,51.31,52.10,N/A,"8:00pm - <b>51.73</b>",51.73,61.60,N/A,N/A,N/A,"51.31 - 52.10",N/A,93.43,43.25,8.48,-41.70,+19.61%,-44.63%,"43.25 - 93.43",2976765,100,200,70370,2079520,2.34,4.11,4.36,0.94,18.77,1.78B,3.31,2.77,22.11,N/A,0.99,12.59,11.86,12.37,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-4.24,-7.57%,0.89,+1.74%,50.84,55.97,N/A,N/A,N/A,N/A,N/A,2976765,21.91B,N/A,74264000,N/A,"VMW",N/A,"NYQ",423592000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.65B
"VOC Energy Trust Units of Benef",2.77,2.75,N/A,N/A,2.87,2.93,-0.12,"-0.12 - -4.18%",N/A,N/A,"-4.18%",N/A,N/A,2.72,2.93,N/A,"8:00pm - <b>2.75</b>",2.75,4.00,N/A,N/A,N/A,"2.72 - 2.93",N/A,6.50,1.73,1.02,-3.75,+58.96%,-57.69%,"1.73 - 6.50",25705,200,200,100,45571,0.74,2.05,1.58,0.00,5.61,0.00,3.76,0.51,3.72,N/A,0.00,N/A,N/A,4.11,6.27,0.18,"2/12/2016","1/28/2016","4/15/2016",N/A,"8:00pm",-0.40,-12.64%,-0.14,-4.90%,2.89,3.15,N/A,N/A,N/A,N/A,N/A,25705,46.75M,N/A,12747000,N/A,"VOC",N/A,"NYQ",17000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.97M
"Vocera Communications, Inc. Com",14.02,10.91,N/A,N/A,12.09,12.10,-0.11,"-0.11 - -0.91%",N/A,N/A,"-0.91%",N/A,N/A,11.83,12.22,N/A,"8:00pm - <b>11.98</b>",11.98,17.83,N/A,N/A,N/A,"11.83 - 12.22",N/A,16.02,10.08,1.90,-4.04,+18.85%,-25.22%,"10.08 - 16.02",386201,100,100,4621,291210,-0.66,-0.03,0.13,-0.02,3.98,-13.47M,3.05,3.04,N/A,N/A,-26.00,N/A,92.15,6.89,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.90,-7.01%,-1.52,-11.28%,13.50,12.88,N/A,N/A,N/A,N/A,N/A,386201,314.44M,N/A,23375000,N/A,"VCRA",N/A,"NYQ",26247000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.09M
"Vonage Holdings Corp. Common St",4.65,4.64,N/A,N/A,4.60,4.57,+0.04,"+0.04 - +0.87%",N/A,N/A,"+0.87%",N/A,N/A,4.56,4.68,N/A,"8:00pm - <b>4.64</b>",4.64,6.79,N/A,N/A,N/A,"4.56 - 4.68",N/A,7.42,4.13,0.51,-2.78,+12.35%,-37.47%,"4.13 - 7.42",1068449,14800,12100,42695,2007230,0.10,0.30,0.34,0.07,1.81,93.23M,1.10,2.54,46.87,N/A,7.67,15.47,13.65,3.74,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.87,-15.81%,-0.12,-2.48%,4.76,5.51,N/A,N/A,N/A,N/A,N/A,1068449,992.86M,N/A,175355000,N/A,"VG",N/A,"NYQ",213978000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,895.07M
"Vornado Realty Trust Common Sto",96.60,92.52,N/A,N/A,95.74,95.95,+0.22,"+0.22 - +0.23%",N/A,N/A,"+0.23%",N/A,N/A,95.55,96.46,N/A,"8:00pm - <b>95.96</b>",95.96,102.54,N/A,N/A,N/A,"95.55 - 96.46",N/A,108.32,78.91,17.05,-12.36,+21.61%,-11.41%,"78.91 - 108.32",846114,100,100,55481,1006440,3.59,5.24,5.53,1.33,28.75,1.22B,7.29,3.33,26.76,N/A,3.33,18.31,17.35,3.92,2.63,2.52,"2/16/2016","1/28/2016","4/15/2016",N/A,"8:00pm",2.16,+2.30%,3.39,+3.66%,92.57,93.80,N/A,N/A,N/A,N/A,N/A,846114,18.10B,N/A,171484000,N/A,"VNO",N/A,"NYQ",188576000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.48B
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"VNO^G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"VNO^I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"VNO^J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"VNO^K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"VNO^L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"voxeljet AG American Depositary",6.34,6.32,N/A,N/A,6.43,6.38,+0.00,"+0.00 - +0.00%",N/A,N/A,"+0.00%",N/A,N/A,6.06,6.45,N/A,"8:00pm - <b>6.43</b>",6.43,6.74,N/A,N/A,N/A,"6.06 - 6.45",N/A,9.15,3.50,2.93,-2.72,+83.71%,-29.73%,"3.50 - 9.15",122935,200,500,300,81919,-0.48,-0.30,-0.12,-0.09,3.92,-5.89M,4.61,1.64,N/A,N/A,0.00,N/A,N/A,8.98,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",1.27,+24.67%,1.02,+18.85%,5.41,5.16,N/A,N/A,N/A,N/A,N/A,122935,119.60M,N/A,12751000,N/A,"VJET",N/A,"NYQ",18600000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.93M
"Voya Asia Pacific High Dividend",9.00,8.97,N/A,N/A,9.05,9.14,-0.06,"-0.06 - -0.66%",N/A,N/A,"-0.66%",N/A,N/A,8.93,9.14,N/A,"8:00pm - <b>8.99</b>",8.99,N/A,N/A,N/A,N/A,"8.93 - 9.14",N/A,12.50,7.59,1.40,-3.51,+18.45%,-28.08%,"7.59 - 12.50",33090,400,300,100,47618,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,4.10,0.35,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",0.19,+2.11%,0.18,+2.05%,8.81,8.80,N/A,N/A,N/A,N/A,N/A,33090,N/A,N/A,N/A,N/A,"IAE",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya Emerging Markets High Inco",7.57,7.56,N/A,N/A,7.59,7.58,-0.02,"-0.02 - -0.26%",N/A,N/A,"-0.26%",N/A,N/A,7.54,7.70,N/A,"8:00pm - <b>7.57</b>",7.57,N/A,N/A,N/A,N/A,"7.54 - 7.70",N/A,10.86,6.28,1.29,-3.29,+20.54%,-30.29%,"6.28 - 10.86",54117,400,400,100,48034,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,4.30,0.44,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",0.14,+1.92%,0.21,+2.86%,7.36,7.43,N/A,N/A,N/A,N/A,N/A,54117,N/A,N/A,N/A,N/A,"IHD",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya Financial, Inc. Common Sto",34.28,28.90,N/A,N/A,31.72,31.64,-0.11,"-0.11 - -0.35%",N/A,N/A,"-0.35%",N/A,N/A,31.05,31.84,N/A,"8:00pm - <b>31.61</b>",31.61,39.46,N/A,N/A,N/A,"31.05 - 31.84",N/A,48.30,25.75,5.86,-16.69,+22.76%,-34.55%,"25.75 - 48.30",1803084,100,300,75495,2500000,1.80,3.28,3.89,0.81,64.26,1.17B,0.58,0.49,17.56,N/A,0.61,9.64,8.13,1.41,0.13,0.04,"3/30/2016","2/24/2016","4/15/2016",N/A,"8:00pm",-3.11,-8.95%,1.11,+3.64%,30.50,34.72,N/A,N/A,N/A,N/A,N/A,1803084,6.58B,N/A,207934000,N/A,"VOYA",N/A,"NYQ",208276000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.37B
"Voya Global Advantage and Premi",9.88,9.87,N/A,N/A,9.87,9.88,-0.01,"-0.01 - -0.10%",N/A,N/A,"-0.10%",N/A,N/A,9.83,9.90,N/A,"8:00pm - <b>9.86</b>",9.86,N/A,N/A,N/A,N/A,"9.83 - 9.90",N/A,12.81,8.78,1.08,-2.95,+12.30%,-23.03%,"8.78 - 12.81",44695,400,100,253,51789,0.96,nan,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,1.70,0.18,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",-0.38,-3.71%,-0.02,-0.16%,9.88,10.24,N/A,N/A,N/A,N/A,N/A,44695,N/A,N/A,N/A,N/A,"IGA",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya Global Equity Dividend and",7.50,6.60,N/A,N/A,6.95,6.92,-0.01,"-0.01 - -0.14%",N/A,N/A,"-0.14%",N/A,N/A,6.90,6.95,N/A,"8:00pm - <b>6.94</b>",6.94,N/A,N/A,N/A,N/A,"6.90 - 6.95",N/A,8.62,5.54,1.40,-1.68,+25.27%,-19.49%,"5.54 - 8.62",182533,2200,500,1135,322868,0.18,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,3.80,0.26,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",0.01,+0.17%,0.12,+1.78%,6.82,6.93,N/A,N/A,N/A,N/A,N/A,182533,N/A,N/A,N/A,N/A,"IGD",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya Infrastructure, Industrial",11.98,11.95,N/A,N/A,12.01,11.93,-0.03,"-0.03 - -0.25%",N/A,N/A,"-0.25%",N/A,N/A,11.88,12.07,N/A,"8:00pm - <b>11.98</b>",11.98,N/A,N/A,N/A,N/A,"11.88 - 12.07",N/A,15.55,10.33,1.65,-3.57,+15.97%,-22.96%,"10.33 - 15.55",88908,500,800,507,79931,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,1.40,0.20,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",-0.09,-0.78%,-0.03,-0.24%,12.01,12.07,N/A,N/A,N/A,N/A,N/A,88908,N/A,N/A,N/A,N/A,"IDE",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya International High Dividen",6.30,6.20,N/A,N/A,6.30,6.32,-0.02,"-0.02 - -0.32%",N/A,N/A,"-0.32%",N/A,N/A,6.25,6.37,N/A,"8:00pm - <b>6.28</b>",6.28,N/A,N/A,N/A,N/A,"6.25 - 6.37",N/A,8.49,5.34,0.94,-2.21,+17.60%,-26.03%,"5.34 - 8.49",61425,1500,500,132,41595,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,1.90,0.16,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",0.05,+0.88%,0.13,+2.10%,6.15,6.23,N/A,N/A,N/A,N/A,N/A,61425,N/A,N/A,N/A,N/A,"IID",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya Natural Resources Equity I",5.81,5.12,N/A,N/A,5.68,5.65,-0.04,"-0.04 - -0.70%",N/A,N/A,"-0.70%",N/A,N/A,5.61,5.68,N/A,"8:00pm - <b>5.64</b>",5.64,N/A,N/A,N/A,N/A,"5.61 - 5.68",N/A,9.20,4.35,1.29,-3.56,+29.66%,-38.70%,"4.35 - 9.20",77923,4300,17600,700,90089,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"4/15/2016","4/1/2016","4/15/2016",N/A,"8:00pm",0.02,+0.30%,0.16,+2.94%,5.48,5.62,N/A,N/A,N/A,N/A,N/A,77923,N/A,N/A,N/A,N/A,"IRR",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Voya Prime Rate Trust Shares of",5.00,4.99,N/A,N/A,5.01,4.98,-0.03,"-0.03 - -0.60%",N/A,N/A,"-0.60%",N/A,N/A,4.96,5.00,N/A,"8:00pm - <b>4.98</b>",4.98,N/A,N/A,N/A,N/A,"4.96 - 5.00",N/A,5.69,4.51,0.47,-0.71,+10.42%,-12.48%,"4.51 - 5.69",555402,10700,100,900,456200,0.25,nan,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,6.60,0.34,"3/22/2016","4/7/2016","4/15/2016",N/A,"8:00pm",0.05,+1.03%,0.05,+0.94%,4.93,4.93,N/A,N/A,N/A,N/A,N/A,555402,N/A,N/A,N/A,N/A,"PPR",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"VTTI Energy Partners LP Common ",18.84,18.73,N/A,N/A,19.00,19.06,-0.44,"-0.44 - -2.32%",N/A,N/A,"-2.32%",N/A,N/A,18.53,19.06,N/A,"8:00pm - <b>18.56</b>",18.56,23.60,N/A,N/A,N/A,"18.53 - 19.06",N/A,28.01,14.80,3.76,-9.45,+25.41%,-33.74%,"14.80 - 28.01",169842,200,100,3769,80044,1.07,1.13,1.01,0.00,6.89,201.27M,2.65,2.76,17.28,N/A,1.53,16.42,18.38,3.38,6.35,1.21,"2/12/2016","2/4/2016","4/15/2016",N/A,"8:00pm",-0.15,-0.83%,-0.25,-1.32%,18.81,18.71,N/A,N/A,N/A,N/A,N/A,169842,762.28M,N/A,15725000,N/A,"VTTI",N/A,"NYQ",41071000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,294.90M
"Vulcan Materials Company (Holdi",112.44,101.52,N/A,N/A,106.58,106.64,+0.42,"+0.42 - +0.39%",N/A,N/A,"+0.39%",N/A,N/A,106.27,107.11,N/A,"8:00pm - <b>107.00</b>",107.00,109.67,N/A,N/A,N/A,"106.27 - 107.11",N/A,109.63,78.83,28.17,-2.63,+35.74%,-2.40%,"78.83 - 109.63",549148,100,100,52638,1144600,1.63,3.33,4.53,1.01,33.45,826.25M,4.15,3.19,65.52,N/A,1.45,32.13,23.62,2.12,0.75,0.80,"3/10/2016","2/22/2016","4/15/2016",N/A,"8:00pm",10.39,+10.76%,2.53,+2.42%,104.47,96.61,N/A,N/A,N/A,N/A,N/A,549148,14.25B,N/A,132380000,N/A,"VMC",N/A,"NYQ",133181000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.42B
"W&T Offshore, Inc. Common Stock",2.20,2.12,N/A,N/A,2.30,2.20,-0.13,"-0.13 - -5.65%",N/A,N/A,"-5.65%",N/A,N/A,2.13,2.29,N/A,"8:00pm - <b>2.17</b>",2.17,2.61,N/A,N/A,N/A,"2.13 - 2.29",N/A,7.06,1.23,0.94,-4.89,+76.42%,-69.26%,"1.23 - 7.06",1737111,25000,1200,36198,1887230,-13.53,-3.14,-1.21,-0.76,-6.26,296.45M,0.29,N/A,N/A,N/A,0.19,N/A,N/A,5.58,0.00,0.00,"12/3/2014","11/14/2014","4/15/2016",N/A,"8:00pm",-0.43,-16.59%,-0.25,-10.37%,2.42,2.60,N/A,N/A,N/A,N/A,N/A,1737111,164.77M,N/A,34553000,N/A,"WTI",N/A,"NYQ",75932000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,599.88M
"W.P. Carey Inc. REIT",62.37,62.35,N/A,N/A,61.55,61.99,+0.82,"+0.82 - +1.33%",N/A,N/A,"+1.33%",N/A,N/A,61.70,62.57,N/A,"8:00pm - <b>62.37</b>",62.37,60.92,N/A,N/A,N/A,"61.70 - 62.57",N/A,66.71,51.12,11.25,-4.34,+22.01%,-6.51%,"51.12 - 66.71",377845,300,600,23922,316769,1.61,1.61,1.69,0.46,32.81,728.10M,6.67,1.88,38.74,N/A,0.00,38.74,36.91,4.70,6.33,3.90,"1/15/2016","3/29/2016","4/15/2016",N/A,"8:00pm",2.61,+4.37%,1.90,+3.15%,60.47,59.76,N/A,N/A,N/A,N/A,N/A,377845,6.51B,N/A,103029000,N/A,"WPC",N/A,"NYQ",104448000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,964.05M
"W.R. Berkley Corporation Common",61.22,51.58,N/A,N/A,55.97,56.05,+0.42,"+0.42 - +0.75%",N/A,N/A,"+0.75%",N/A,N/A,55.89,56.64,N/A,"8:00pm - <b>56.39</b>",56.39,52.50,N/A,N/A,N/A,"55.89 - 56.64",N/A,58.46,47.54,8.85,-2.07,+18.62%,-3.54%,"47.54 - 58.46",352174,200,100,69660,470881,3.87,3.42,3.53,0.79,37.31,948.52M,0.95,1.50,14.57,N/A,27.75,16.49,15.97,9.82,0.86,0.48,"4/5/2016","3/11/2016","4/15/2016",N/A,"8:00pm",2.66,+4.95%,2.02,+3.71%,54.37,53.73,N/A,N/A,N/A,N/A,N/A,352174,6.91B,N/A,97342000,N/A,"WRB",N/A,"NYQ",122586000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.21B
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"WRB^B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"WRB^C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"W.R. Grace & Co. Common Stock",79.83,72.00,N/A,N/A,75.53,75.60,+0.36,"+0.36 - +0.48%",N/A,N/A,"+0.48%",N/A,N/A,75.05,75.96,N/A,"8:00pm - <b>75.89</b>",75.89,78.25,N/A,N/A,N/A,"75.05 - 75.96",N/A,104.94,63.84,12.05,-29.05,+18.88%,-27.68%,"63.84 - 104.94",364960,200,100,35927,1093960,1.99,3.10,3.54,0.76,2.95,647.90M,1.75,25.64,38.14,N/A,2.22,24.48,21.44,2.07,N/A,N/A,N/A,"4/1/1998","4/15/2016",N/A,"8:00pm",-10.55,-12.21%,3.94,+5.48%,71.95,86.44,N/A,N/A,N/A,N/A,N/A,364960,5.35B,N/A,69963000,N/A,"GRA",N/A,"NYQ",70538000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.05B
"W.W. Grainger, Inc. Common Stoc",235.49,235.35,N/A,N/A,234.47,234.87,+0.58,"+0.58 - +0.25%",N/A,N/A,"+0.25%",N/A,N/A,232.72,235.89,N/A,"8:00pm - <b>235.05</b>",235.05,214.57,N/A,N/A,N/A,"232.72 - 235.89",N/A,251.90,176.85,58.20,-16.85,+32.91%,-6.69%,"176.85 - 251.90",726160,100,300,61703,770216,11.58,11.77,12.85,3.14,37.93,1.53B,1.46,6.18,20.30,N/A,5.13,19.97,18.29,15.33,2.00,4.68,"3/1/2016","2/4/2016","4/15/2016",N/A,"8:00pm",25.55,+12.19%,8.42,+3.71%,226.63,209.50,N/A,N/A,N/A,N/A,N/A,726160,14.58B,N/A,56045000,N/A,"GWW",N/A,"NYQ",62028000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.97B
"Wabash National Corporation Com",12.84,12.83,N/A,N/A,13.00,12.99,-0.17,"-0.17 - -1.31%",N/A,N/A,"-1.31%",N/A,N/A,12.81,13.02,N/A,"8:00pm - <b>12.83</b>",12.83,14.00,N/A,N/A,N/A,"12.81 - 13.02",N/A,15.21,9.68,3.15,-2.38,+32.54%,-15.65%,"9.68 - 15.21",711273,7200,10100,33377,1096520,1.50,1.52,1.33,0.39,6.77,218.85M,0.42,1.92,8.55,N/A,0.57,8.44,9.65,8.55,0.00,0.00,N/A,"9/26/2008","4/15/2016",N/A,"8:00pm",1.02,+8.61%,0.18,+1.42%,12.65,11.81,N/A,N/A,N/A,N/A,N/A,711273,833.12M,N/A,63715000,N/A,"WNC",N/A,"NYQ",64935000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.03B
